property_type,location,size_sqm,year,month,bedrooms,bathrooms,usd_rate,iron_price,cement_price,usd_lag_3,iron_lag_3,cement_lag_3,seasonality_factor,base_price,economic_factor,price_egp
Apartment,New Cairo,85,2018,3,1,1,16.2,18256.53,1569.39,15.92,18189.99,1617.77,1.0,1530000.0,1.42,2325967.42
Villa,New Cairo,100,2018,3,3,3,16.1,17952.86,1642.32,15.61,17383.47,1560.84,1.0,3240000.0,1.42,4315636.45
Apartment,Sheikh Zayed,184,2018,3,2,1,15.3,18134.02,1577.29,15.47,17808.71,1644.75,1.0,3128000.0,1.41,4175934.53
Villa,North Coast,116,2018,4,4,5,15.59,17746.79,1640.35,16.2,18256.53,1569.39,1.0,4176000.0,1.42,6338755.99
Apartment,New Cairo,128,2018,4,1,1,16.48,18013.96,1624.36,16.1,17952.86,1642.32,1.0,2304000.0,1.43,3276225.4
Studio,6th October,288,2018,4,1,1,16.3,17897.0,1603.37,15.3,18134.02,1577.29,1.0,3628800.0,1.42,5111694.07
Apartment,Cairo,87,2018,4,2,1,15.23,16969.84,1543.68,15.59,17746.79,1640.35,1.0,1044000.0,1.4,1459037.54
Apartment,New Cairo,177,2018,4,3,2,15.83,17202.1,1583.64,16.48,18013.96,1624.36,1.0,3186000.0,1.41,4197164.01
Villa,North Coast,214,2018,4,5,5,16.03,18316.35,1508.41,16.3,17897.0,1603.37,1.0,7704000.0,1.42,11210400.41
Apartment,6th October,89,2018,4,1,1,16.32,18901.61,1590.18,15.23,16969.84,1543.68,1.0,1246000.0,1.43,1893873.56
Apartment,North Coast,379,2018,4,5,5,15.9,19022.04,1565.68,15.83,17202.1,1583.64,1.0,7580000.0,1.43,11549555.13
Apartment,North Coast,258,2018,4,4,3,16.08,18597.73,1546.88,16.03,18316.35,1508.41,1.0,5160000.0,1.42,6658168.69
Apartment,Cairo,363,2018,4,5,5,16.31,18413.15,1587.23,16.32,18901.61,1590.18,1.0,4356000.0,1.43,6481490.05
Apartment,Sheikh Zayed,67,2018,4,2,1,16.38,18342.29,1573.95,15.9,19022.04,1565.68,1.0,1139000.0,1.43,1491309.85
Villa,New Cairo,200,2018,4,5,5,15.76,18533.8,1562.21,16.08,18597.73,1546.88,1.0,6480000.0,1.42,10068048.68
Villa,Cairo,245,2018,4,6,6,15.87,17753.04,1624.96,16.31,18413.15,1587.23,1.0,5292000.0,1.42,7474904.91
Apartment,6th October,208,2018,4,4,4,15.48,18639.01,1605.2,16.38,18342.29,1573.95,1.0,2912000.0,1.42,4367172.36
Apartment,North Coast,178,2018,4,2,2,15.72,17841.84,1665.11,15.76,18533.8,1562.21,1.0,3560000.0,1.42,5174420.71
Apartment,Cairo,253,2018,4,5,5,15.66,17959.75,1598.42,15.87,17753.04,1624.96,1.0,3036000.0,1.42,4687950.79
Apartment,New Cairo,270,2018,4,4,3,15.77,17899.19,1512.66,15.48,18639.01,1605.2,1.0,4860000.0,1.41,7514324.4
Villa,Cairo,73,2018,4,3,4,15.82,18475.05,1574.78,15.72,17841.84,1665.11,1.0,1576800.0,1.42,2142655.82
Villa,Cairo,365,2018,4,7,7,16.28,18135.51,1582.18,15.66,17959.75,1598.42,1.0,7884000.0,1.42,11182779.69
Apartment,Cairo,195,2018,4,4,3,16.05,18229.74,1553.61,15.77,17899.19,1512.66,1.0,2340000.0,1.42,3326846.6
Studio,6th October,167,2018,4,1,1,15.24,17012.39,1615.85,15.82,18475.05,1574.78,1.0,2104200.0,1.4,2762595.05
Villa,New Cairo,315,2018,4,7,7,16.16,17984.8,1630.88,16.28,18135.51,1582.18,1.0,10206000.0,1.42,15696693.38
Apartment,6th October,365,2018,4,5,5,15.62,18332.35,1584.4,16.05,18229.74,1553.61,1.0,5110000.0,1.42,7031596.11
Villa,6th October,384,2018,4,7,8,15.35,17253.17,1493.36,15.24,17012.39,1615.85,1.0,9676800.0,1.4,12436062.39
Apartment,North Coast,250,2018,4,5,4,15.33,17651.01,1562.35,16.16,17984.8,1630.88,1.0,5000000.0,1.41,6553192.06
Villa,Cairo,201,2018,4,6,7,15.99,17974.47,1715.76,15.62,18332.35,1584.4,1.0,4341600.0,1.43,6205076.98
Apartment,New Cairo,369,2018,4,5,4,16.44,17927.02,1580.08,15.35,17253.17,1493.36,1.0,6642000.0,1.42,10170633.09
Apartment,Cairo,238,2018,4,3,2,15.81,18412.42,1579.43,15.33,17651.01,1562.35,1.0,2856000.0,1.42,4162920.7
Apartment,North Coast,303,2018,4,5,5,16.38,18439.78,1688.67,15.99,17974.47,1715.76,1.0,6060000.0,1.43,8186859.43
Villa,North Coast,387,2018,4,7,7,15.96,18432.46,1576.21,16.44,17927.02,1580.08,1.0,13932000.0,1.42,19016389.95
Apartment,North Coast,171,2018,4,4,4,14.85,17948.84,1519.32,15.81,18412.42,1579.43,1.0,3420000.0,1.4,5258510.87
Apartment,New Cairo,316,2018,4,5,4,16.23,18132.55,1600.27,16.38,18439.78,1688.67,1.0,5688000.0,1.42,7373693.89
Apartment,North Coast,221,2018,4,4,4,15.66,18617.44,1600.38,15.96,18432.46,1576.21,1.0,4420000.0,1.42,6910543.59
Apartment,New Cairo,398,2018,4,5,4,15.53,17157.13,1529.76,14.85,17948.84,1519.32,1.0,7164000.0,1.4,10869792.6
Apartment,New Cairo,154,2018,4,3,2,16.25,18049.42,1658.61,16.23,18132.55,1600.27,1.0,2772000.0,1.43,4093730.12
Villa,New Cairo,282,2018,4,6,6,16.01,18079.94,1580.83,15.66,18617.44,1600.38,1.0,9136800.0,1.42,14123803.71
Apartment,New Cairo,221,2018,4,3,3,15.91,17087.54,1606.03,15.53,17157.13,1529.76,1.0,3978000.0,1.41,5220307.06
Apartment,Cairo,200,2018,4,3,2,16.0,18707.68,1579.19,16.25,18049.42,1658.61,1.0,2400000.0,1.43,3725452.17
Apartment,North Coast,138,2018,4,1,1,15.53,17331.99,1509.85,16.01,18079.94,1580.83,1.0,2760000.0,1.4,3652639.15
Apartment,Sheikh Zayed,146,2018,4,3,2,16.84,18456.51,1532.46,15.91,17087.54,1606.03,1.0,2482000.0,1.43,3581157.27
Apartment,North Coast,172,2018,4,2,1,16.05,18402.56,1613.95,16.0,18707.68,1579.19,1.0,3440000.0,1.43,4891757.45
Apartment,New Cairo,324,2018,4,5,5,16.05,19182.75,1511.58,15.53,17331.99,1509.85,1.0,5832000.0,1.43,8348141.9
Apartment,6th October,215,2018,4,4,3,15.93,17131.78,1634.64,16.84,18456.51,1532.46,1.0,3010000.0,1.41,4053348.09
Apartment,Sheikh Zayed,254,2018,4,5,4,15.17,17882.05,1564.74,16.05,18402.56,1613.95,1.0,4318000.0,1.41,6424338.15
Villa,New Cairo,319,2018,4,7,8,15.64,17683.39,1683.35,16.05,19182.75,1511.58,1.0,10335600.0,1.42,15360741.03
Villa,Cairo,344,2018,4,7,8,15.37,18010.04,1539.42,15.93,17131.78,1634.64,1.0,7430400.0,1.41,11434513.44
Apartment,North Coast,149,2018,4,1,1,15.33,18132.8,1653.14,15.17,17882.05,1564.74,1.0,2980000.0,1.42,4229360.23
Villa,Sheikh Zayed,216,2018,4,6,6,15.22,17819.72,1546.52,15.64,17683.39,1683.35,1.0,6609600.0,1.41,9394062.7
Villa,Cairo,307,2018,4,7,7,15.68,17878.88,1630.37,15.37,18010.04,1539.42,1.0,6631200.0,1.42,10155117.12
Apartment,Cairo,165,2018,4,4,4,16.01,17476.63,1627.8,15.33,18132.8,1653.14,1.0,1980000.0,1.42,3039429.81
Apartment,Cairo,109,2018,4,2,1,15.29,17153.47,1472.94,15.22,17819.72,1546.52,1.0,1308000.0,1.4,1883421.37
Villa,Sheikh Zayed,298,2018,4,6,7,16.36,18581.75,1777.57,15.68,17878.88,1630.37,1.0,9118800.0,1.44,13955762.41
Apartment,New Cairo,197,2018,4,4,3,16.16,17650.78,1688.96,16.01,17476.63,1627.8,1.0,3546000.0,1.42,5049594.54
Apartment,New Cairo,231,2018,4,3,3,15.9,18162.78,1614.89,15.29,17153.47,1472.94,1.0,4158000.0,1.42,5777916.5
Apartment,New Cairo,370,2018,4,5,5,17.1,19201.66,1721.49,16.36,18581.75,1777.57,1.0,6660000.0,1.45,10353743.01
Apartment,Cairo,197,2018,4,2,1,15.9,17302.97,1608.88,16.16,17650.78,1688.96,1.0,2364000.0,1.41,3524347.39
Villa,Sheikh Zayed,196,2018,4,4,5,16.43,18866.49,1665.66,15.9,18162.78,1614.89,1.0,5997600.0,1.44,8170100.06
Villa,North Coast,193,2018,4,4,4,16.14,18704.17,1614.67,17.1,19201.66,1721.49,1.0,6948000.0,1.43,9031333.76
Apartment,6th October,91,2018,4,2,1,16.76,18548.97,1585.7,15.9,17302.97,1608.88,1.0,1274000.0,1.43,1848727.41
Apartment,North Coast,268,2018,4,4,3,16.58,17983.48,1624.03,16.43,18866.49,1665.66,1.0,5360000.0,1.43,8170499.48
Apartment,New Cairo,240,2018,4,4,3,15.89,18213.09,1568.53,16.14,18704.17,1614.67,1.0,4320000.0,1.42,5822184.96
Villa,6th October,97,2018,4,3,3,15.92,17869.08,1627.42,16.76,18548.97,1585.7,1.0,2444400.0,1.42,3654677.13
Studio,North Coast,236,2018,4,1,1,15.38,17336.6,1516.37,16.58,17983.48,1624.03,1.0,4248000.0,1.4,5857431.47
Studio,Cairo,74,2018,4,1,1,16.11,18126.1,1613.09,15.89,18213.09,1568.53,1.0,799200.0,1.42,1099935.78
Apartment,Sheikh Zayed,278,2018,4,4,3,16.39,17755.79,1548.89,15.92,17869.08,1627.42,1.0,4726000.0,1.42,6266813.31
Villa,6th October,364,2018,4,7,7,16.03,17425.21,1640.2,15.38,17336.6,1516.37,1.0,9172800.0,1.42,14122772.73
Apartment,Sheikh Zayed,75,2018,4,2,1,16.77,18112.52,1577.47,16.11,18126.1,1613.09,1.0,1275000.0,1.43,1720432.07
Apartment,North Coast,313,2018,4,5,5,16.14,17211.83,1637.41,16.39,17755.79,1548.89,1.0,6260000.0,1.42,8469314.33
Apartment,North Coast,266,2018,4,5,5,16.7,18949.28,1640.88,16.03,17425.21,1640.2,1.0,5320000.0,1.44,7395075.77
Apartment,North Coast,332,2018,5,5,4,16.0,18257.58,1652.06,16.77,18112.52,1577.47,1.2,6640000.0,1.43,10866637.04
Studio,North Coast,138,2018,5,1,1,15.5,17321.85,1567.65,16.14,17211.83,1637.41,1.2,2484000.0,1.41,3910239.74
Apartment,New Cairo,180,2018,5,4,3,15.78,17632.9,1629.47,16.7,18949.28,1640.88,1.0,3240000.0,1.42,4452896.58
Apartment,New Cairo,142,2018,5,3,3,16.08,18417.32,1611.24,16.0,18257.58,1652.06,1.0,2556000.0,1.43,3622993.78
Studio,Sheikh Zayed,112,2018,5,1,1,15.72,18497.16,1607.48,15.5,17321.85,1567.65,1.0,1713600.0,1.42,2462935.92
Apartment,New Cairo,83,2018,5,2,1,15.27,17689.84,1474.04,15.78,17632.9,1629.47,1.0,1494000.0,1.4,1952533.12
Apartment,Sheikh Zayed,363,2018,5,5,4,15.1,17422.39,1522.96,16.08,18417.32,1611.24,1.0,6171000.0,1.4,9131316.15
Apartment,New Cairo,360,2018,5,5,5,16.61,17490.57,1622.59,15.72,18497.16,1607.48,1.0,6480000.0,1.42,8868378.48
Studio,New Cairo,117,2018,5,1,1,16.3,17991.61,1683.75,15.27,17689.84,1474.04,1.0,1895400.0,1.43,2931132.71
Apartment,Cairo,174,2018,5,2,1,16.25,17557.86,1629.99,15.1,17422.39,1522.96,1.0,2088000.0,1.42,2863111.83
Apartment,Cairo,261,2018,5,4,3,16.2,17518.34,1524.26,16.61,17490.57,1622.59,1.0,3132000.0,1.41,4748173.87
Studio,New Cairo,308,2018,5,1,1,15.85,18541.67,1614.4,16.3,17991.61,1683.75,1.0,4989600.0,1.42,6898731.44
Studio,Sheikh Zayed,118,2018,5,1,1,16.53,18204.05,1582.39,16.25,17557.86,1629.99,1.0,1805400.0,1.43,2578248.16
Apartment,North Coast,179,2018,5,2,1,15.26,17701.55,1523.6,16.2,17518.34,1524.26,1.2,3580000.0,1.41,5885219.34
Apartment,Cairo,122,2018,5,1,1,15.09,17750.26,1551.79,15.85,18541.67,1614.4,1.0,1464000.0,1.41,2011949.05
Apartment,North Coast,175,2018,5,2,2,16.04,17930.54,1615.79,16.53,18204.05,1582.39,1.2,3500000.0,1.42,6107538.13
Villa,North Coast,341,2018,5,7,7,16.21,18138.34,1571.56,15.26,17701.55,1523.6,1.2,12276000.0,1.42,21756812.44
Apartment,6th October,353,2018,5,5,4,15.71,17862.69,1497.96,15.09,17750.26,1551.79,1.0,4942000.0,1.41,7487629.78
Apartment,New Cairo,73,2018,5,2,1,15.36,17464.46,1558.91,16.04,17930.54,1615.79,1.0,1314000.0,1.41,1873189.78
Apartment,North Coast,370,2018,5,5,4,16.45,18362.62,1611.37,16.21,18138.34,1571.56,1.2,7400000.0,1.43,11968452.73
Villa,North Coast,236,2018,5,5,5,15.95,17932.96,1669.39,15.71,17862.69,1497.96,1.2,8496000.0,1.42,15920947.84
Apartment,New Cairo,119,2018,5,1,1,16.51,18299.72,1627.69,15.36,17464.46,1558.91,1.0,2142000.0,1.43,3174513.75
Apartment,6th October,172,2018,5,3,2,16.82,18412.5,1699.98,16.45,18362.62,1611.37,1.0,2408000.0,1.44,3374398.11
Apartment,Cairo,97,2018,5,1,1,15.37,18662.9,1674.32,15.95,17932.96,1669.39,1.0,1164000.0,1.42,1812808.87
Apartment,Sheikh Zayed,393,2018,5,5,4,16.28,18636.21,1558.77,16.51,18299.72,1627.69,1.0,6681000.0,1.43,10408912.69
Apartment,Sheikh Zayed,248,2018,5,5,4,16.3,18540.34,1688.77,16.82,18412.5,1699.98,1.0,4216000.0,1.43,5533057.39
Apartment,Sheikh Zayed,297,2018,5,4,4,16.56,18513.13,1674.43,15.37,18662.9,1674.32,1.0,5049000.0,1.43,6546842.74
Villa,6th October,196,2018,5,4,4,15.92,18173.7,1485.16,16.28,18636.21,1558.77,1.0,4939200.0,1.42,6353146.44
Studio,Cairo,139,2018,5,1,1,16.22,17968.87,1601.6,16.3,18540.34,1688.77,1.0,1501200.0,1.42,2213774.49
Villa,6th October,365,2018,5,7,8,16.56,18841.77,1663.42,16.56,18513.13,1674.43,1.0,9198000.0,1.44,13777066.79
Apartment,Cairo,212,2018,5,5,4,16.42,18374.08,1637.84,15.92,18173.7,1485.16,1.0,2544000.0,1.43,3800444.52
Apartment,Cairo,214,2018,5,3,3,16.98,18783.59,1732.05,16.22,17968.87,1601.6,1.0,2568000.0,1.44,3805502.31
Apartment,Cairo,394,2018,5,5,5,15.77,17739.99,1618.2,16.56,18841.77,1663.42,1.0,4728000.0,1.42,6407843.61
Apartment,Sheikh Zayed,217,2018,5,5,5,16.32,17722.37,1544.29,16.42,18374.08,1637.84,1.0,3689000.0,1.42,4881351.09
Apartment,North Coast,145,2018,5,3,2,16.17,18654.2,1648.27,16.98,18783.59,1732.05,1.2,2900000.0,1.43,5404823.67
Apartment,6th October,366,2018,5,5,5,16.12,18122.98,1548.68,15.77,17739.99,1618.2,1.0,5124000.0,1.42,7876351.88
Apartment,North Coast,209,2018,5,5,4,16.52,18019.5,1598.27,16.32,17722.37,1544.29,1.2,4180000.0,1.43,6781044.75
Apartment,North Coast,113,2018,5,2,2,16.29,18314.32,1669.21,16.17,18654.2,1648.27,1.2,2260000.0,1.43,3619238.76
Villa,6th October,171,2018,5,4,5,15.7,17797.03,1634.23,16.12,18122.98,1548.68,1.0,4309200.0,1.42,5952521.43
Apartment,Cairo,85,2018,5,1,1,16.71,19131.16,1637.53,16.52,18019.5,1598.27,1.0,1020000.0,1.44,1336429.26
Apartment,Cairo,117,2018,5,3,3,16.54,18089.52,1590.53,16.29,18314.32,1669.21,1.0,1404000.0,1.43,1866520.33
Villa,Sheikh Zayed,267,2018,5,7,8,16.98,18713.87,1639.06,15.7,17797.03,1634.23,1.0,8170200.0,1.44,11474697.94
Apartment,Cairo,258,2018,5,4,4,16.61,18849.26,1624.97,16.71,19131.16,1637.53,1.0,3096000.0,1.44,4213133.91
Apartment,Cairo,156,2018,5,3,2,16.15,18400.58,1578.93,16.54,18089.52,1590.53,1.0,1872000.0,1.42,2792781.03
Apartment,Cairo,319,2018,5,5,5,16.15,18347.62,1664.43,16.98,18713.87,1639.06,1.0,3828000.0,1.43,5910061.55
Apartment,North Coast,329,2018,5,5,5,16.78,18135.56,1618.12,16.61,18849.26,1624.97,1.2,6580000.0,1.43,12215571.07
Apartment,6th October,129,2018,5,3,3,15.88,17998.69,1580.94,16.15,18400.58,1578.93,1.0,1806000.0,1.42,2614018.79
Apartment,6th October,288,2018,5,5,5,15.82,18138.48,1579.06,16.15,18347.62,1664.43,1.0,4032000.0,1.42,5952131.62
Studio,Cairo,347,2018,5,1,1,16.38,18275.85,1653.97,16.78,18135.56,1618.12,1.0,3747600.0,1.43,5349971.23
Villa,Sheikh Zayed,177,2018,5,5,6,15.53,18505.4,1589.16,15.88,17998.69,1580.94,1.0,5416200.0,1.42,7146540.54
Apartment,North Coast,73,2018,5,2,2,16.45,18144.28,1633.63,15.82,18138.48,1579.06,1.2,1460000.0,1.43,2568826.48
Apartment,Sheikh Zayed,190,2018,5,2,1,16.52,18276.13,1578.81,16.38,18275.85,1653.97,1.0,3230000.0,1.43,4470547.35
Villa,New Cairo,126,2018,5,3,4,16.16,19373.97,1619.98,15.53,18505.4,1589.16,1.0,4082400.0,1.44,5284308.83
Apartment,Sheikh Zayed,286,2018,5,4,3,17.0,18913.14,1687.11,16.45,18144.28,1633.63,1.0,4862000.0,1.44,7123244.18
Apartment,6th October,250,2018,5,5,5,16.86,17945.93,1625.78,16.52,18276.13,1578.81,1.0,3500000.0,1.43,4700923.07
Apartment,Sheikh Zayed,245,2018,5,5,4,15.91,18204.43,1602.84,16.16,19373.97,1619.98,1.0,4165000.0,1.42,6377293.57
Apartment,New Cairo,73,2018,5,2,2,16.63,18712.48,1677.63,17.0,18913.14,1687.11,1.0,1314000.0,1.44,2052558.87
Apartment,New Cairo,379,2018,6,5,5,16.8,17999.54,1599.94,16.86,17945.93,1625.78,1.0,6822000.0,1.43,9083576.11
Apartment,6th October,211,2018,6,4,3,16.35,18026.2,1578.3,15.91,18204.43,1602.84,1.0,2954000.0,1.42,3807141.79
Villa,North Coast,121,2018,6,4,5,16.1,17454.4,1598.98,16.63,18712.48,1677.63,1.5,4356000.0,1.42,8331434.19
Apartment,6th October,270,2018,6,5,5,15.77,18029.63,1627.28,16.8,17999.54,1599.94,1.0,3780000.0,1.42,5808213.74
Villa,Cairo,314,2018,6,7,8,16.04,17211.63,1453.14,16.35,18026.2,1578.3,1.0,6782400.0,1.41,8867470.91
Apartment,Sheikh Zayed,200,2018,6,5,5,15.78,17498.22,1579.46,16.1,17454.4,1598.98,1.0,3400000.0,1.41,4738046.31
Apartment,New Cairo,390,2018,6,5,4,16.79,17702.56,1604.18,15.77,18029.63,1627.28,1.0,7020000.0,1.43,9118260.43
Apartment,Sheikh Zayed,120,2018,6,3,3,16.21,18268.48,1628.29,16.04,17211.63,1453.14,1.0,2040000.0,1.43,2835717.12
Apartment,New Cairo,389,2018,6,5,4,16.6,18131.06,1625.12,15.78,17498.22,1579.46,1.0,7002000.0,1.43,10573896.05
Villa,New Cairo,390,2018,6,7,8,16.97,18685.68,1705.85,16.79,17702.56,1604.18,1.0,12636000.0,1.44,17879635.31
Villa,New Cairo,231,2018,6,6,7,16.45,17309.4,1655.19,16.21,18268.48,1628.29,1.0,7484400.0,1.42,11216727.44
Studio,North Coast,106,2018,6,1,1,16.94,18079.63,1635.65,16.6,18131.06,1625.12,1.5,1908000.0,1.43,4253123.41
Apartment,Cairo,308,2018,6,5,4,16.18,18485.28,1558.12,16.97,18685.68,1705.85,1.0,3696000.0,1.42,5283421.47
Apartment,Cairo,88,2018,6,1,1,16.55,17701.61,1645.14,16.45,17309.4,1655.19,1.0,1056000.0,1.42,1576125.84
Apartment,Sheikh Zayed,140,2018,6,1,1,16.47,18744.66,1608.37,16.94,18079.63,1635.65,1.0,2380000.0,1.43,3667938.34
Villa,North Coast,309,2018,6,7,8,16.02,17932.5,1590.64,16.18,18485.28,1558.12,1.5,11124000.0,1.42,25065507.8
Apartment,6th October,327,2018,6,5,5,16.22,17690.28,1552.75,16.55,17701.61,1645.14,1.0,4578000.0,1.42,6734414.83
Apartment,North Coast,112,2018,6,2,2,17.08,18155.26,1661.81,16.47,18744.66,1608.37,1.5,2240000.0,1.44,5017896.24
Studio,6th October,159,2018,6,1,1,16.21,18210.93,1585.01,16.02,17932.5,1590.64,1.0,2003400.0,1.42,2658420.92
Apartment,Cairo,102,2018,6,1,1,15.55,18873.73,1557.29,16.22,17690.28,1552.75,1.0,1224000.0,1.42,1897580.82
Apartment,New Cairo,267,2018,6,5,4,16.21,19466.34,1429.85,17.08,18155.26,1661.81,1.0,4806000.0,1.43,6460342.19
Studio,New Cairo,186,2018,6,1,1,16.02,17340.13,1602.45,16.21,18210.93,1585.01,1.0,3013200.0,1.41,4131013.97
Apartment,Cairo,280,2018,6,5,4,16.62,18648.33,1583.63,15.55,18873.73,1557.29,1.0,3360000.0,1.43,4828505.54
Apartment,6th October,263,2018,6,5,5,16.71,19187.02,1661.17,16.21,19466.34,1429.85,1.0,3682000.0,1.44,4912498.47
Apartment,Cairo,366,2018,6,5,4,16.58,17668.91,1632.71,16.02,17340.13,1602.45,1.0,4392000.0,1.42,6371951.0
Villa,Cairo,109,2018,6,3,3,16.2,17789.3,1536.68,16.62,18648.33,1583.63,1.0,2354400.0,1.42,3123926.26
Studio,Sheikh Zayed,325,2018,6,1,1,16.44,18366.13,1616.9,16.71,19187.02,1661.17,1.0,4972500.0,1.43,7706947.7
Apartment,Cairo,246,2018,6,5,5,16.26,18149.62,1623.67,16.58,17668.91,1632.71,1.0,2952000.0,1.43,4534438.06
Apartment,New Cairo,65,2018,6,2,1,15.7,17156.06,1689.16,16.2,17789.3,1536.68,1.0,1170000.0,1.41,1667880.64
Apartment,6th October,87,2018,6,1,1,16.37,18557.86,1648.37,16.44,18366.13,1616.9,1.0,1218000.0,1.43,1726161.43
Apartment,Cairo,266,2018,6,4,4,17.75,19090.45,1622.75,16.26,18149.62,1623.67,1.0,3192000.0,1.45,4259082.97
Villa,North Coast,163,2018,6,5,6,15.92,18429.37,1693.03,15.7,17156.06,1689.16,1.5,5868000.0,1.43,13383098.58
Villa,Cairo,205,2018,6,6,6,15.51,18020.95,1561.68,16.37,18557.86,1648.37,1.0,4428000.0,1.41,6107453.46
Apartment,Cairo,388,2018,6,5,4,17.15,18839.75,1643.64,17.75,19090.45,1622.75,1.0,4656000.0,1.44,6373756.73
Villa,Cairo,136,2018,6,4,4,16.67,18348.63,1730.51,15.92,18429.37,1693.03,1.0,2937600.0,1.44,4638510.19
Villa,Cairo,244,2018,6,5,6,16.6,18902.84,1598.43,15.51,18020.95,1561.68,1.0,5270400.0,1.43,7817152.46
Villa,Sheikh Zayed,162,2018,6,4,4,16.27,17472.82,1605.78,17.15,18839.75,1643.64,1.0,4957200.0,1.42,6429059.75
Villa,New Cairo,215,2018,6,6,6,16.57,17735.48,1546.89,16.67,18348.63,1730.51,1.0,6966000.0,1.42,10490670.82
Apartment,North Coast,173,2018,6,4,3,16.49,18791.27,1622.34,16.6,18902.84,1598.43,1.5,3460000.0,1.43,7814574.22
Apartment,North Coast,333,2018,6,5,5,17.12,18418.24,1648.42,16.27,17472.82,1605.78,1.5,6660000.0,1.44,14079768.82
Villa,6th October,117,2018,6,4,5,16.93,18009.47,1626.43,16.57,17735.48,1546.89,1.0,2948400.0,1.43,3900747.86
Apartment,New Cairo,274,2018,6,5,5,16.77,18808.8,1646.57,16.49,18791.27,1622.34,1.0,4932000.0,1.44,7089319.95
Apartment,North Coast,150,2018,6,3,3,16.13,18405.03,1565.78,17.12,18418.24,1648.42,1.5,3000000.0,1.42,6743981.42
Apartment,New Cairo,305,2018,6,5,4,16.59,17302.64,1702.95,16.93,18009.47,1626.43,1.0,5490000.0,1.42,7155433.85
Apartment,Sheikh Zayed,234,2018,6,3,3,16.18,18429.2,1609.73,16.77,18808.8,1646.57,1.0,3978000.0,1.43,5292803.17
Villa,North Coast,98,2018,6,3,3,17.1,18235.64,1616.62,16.13,18405.03,1565.78,1.5,3528000.0,1.43,7770363.19
Villa,Cairo,215,2018,6,6,6,16.13,18312.56,1537.1,16.59,17302.64,1702.95,1.0,4644000.0,1.42,6679243.25
Apartment,Sheikh Zayed,172,2018,6,4,3,16.43,18175.17,1623.8,16.18,18429.2,1609.73,1.0,2924000.0,1.43,4511322.33
Apartment,Cairo,371,2018,6,5,4,15.96,18285.3,1643.75,17.1,18235.64,1616.62,1.0,4452000.0,1.42,6741654.33
Villa,6th October,368,2018,6,7,8,16.25,18121.98,1630.56,16.13,18312.56,1537.1,1.0,9273600.0,1.43,14324821.54
Apartment,Sheikh Zayed,187,2018,6,4,3,16.25,17503.0,1711.94,16.43,18175.17,1623.8,1.0,3179000.0,1.42,4493423.08
Studio,New Cairo,128,2018,6,1,1,16.44,17413.0,1722.14,15.96,18285.3,1643.75,1.0,2073600.0,1.42,3124071.98
Villa,Cairo,232,2018,6,6,6,16.07,17359.82,1539.35,16.25,18121.98,1630.56,1.0,5011200.0,1.41,6433653.61
Villa,6th October,328,2018,6,7,7,17.13,18007.27,1581.86,16.25,17503.0,1711.94,1.0,8265600.0,1.43,11337510.51
Apartment,North Coast,204,2018,6,5,5,16.43,18434.43,1583.04,16.44,17413.0,1722.14,1.5,4080000.0,1.43,8990275.36
Apartment,New Cairo,387,2018,6,5,4,16.26,18610.7,1648.33,16.07,17359.82,1539.35,1.0,6966000.0,1.43,10495036.09
Apartment,New Cairo,238,2018,7,4,4,16.92,18302.78,1665.34,17.13,18007.27,1581.86,1.0,4284000.0,1.44,6236224.02
Villa,Sheikh Zayed,332,2018,7,7,7,17.62,18360.49,1731.4,16.43,18434.43,1583.04,1.0,10159200.0,1.45,14637113.98
Apartment,6th October,235,2018,7,4,4,16.34,18184.19,1565.11,16.26,18610.7,1648.33,1.0,3290000.0,1.42,4433401.31
Apartment,New Cairo,288,2018,7,5,4,16.42,17223.91,1532.38,16.92,18302.78,1665.34,1.0,5184000.0,1.41,6848026.32
Apartment,Sheikh Zayed,244,2018,7,4,3,16.18,18399.06,1579.37,17.62,18360.49,1731.4,1.0,4148000.0,1.42,6353663.45
Apartment,6th October,150,2018,7,4,4,16.88,18405.75,1673.48,16.34,18184.19,1565.11,1.0,2100000.0,1.44,2800906.14
Villa,6th October,118,2018,7,4,4,17.03,18553.7,1659.77,16.42,17223.91,1532.38,1.0,2973600.0,1.44,4223224.69
Apartment,6th October,165,2018,7,4,3,16.54,18000.09,1689.12,16.18,18399.06,1579.37,1.0,2310000.0,1.43,3559518.47
Villa,Cairo,110,2018,7,3,4,16.34,17860.48,1581.64,16.88,18405.75,1673.48,1.0,2376000.0,1.42,3138708.77
Apartment,Cairo,263,2018,7,4,4,16.83,17592.8,1691.53,17.03,18553.7,1659.77,1.0,3156000.0,1.43,4173550.29
Apartment,Sheikh Zayed,332,2018,7,5,4,16.94,18904.85,1616.74,16.54,18000.09,1689.12,1.0,5644000.0,1.44,8436196.62
Apartment,Cairo,89,2018,7,1,1,17.35,18046.35,1706.57,16.34,17860.48,1581.64,1.0,1068000.0,1.44,1485415.75
Villa,New Cairo,221,2018,7,5,6,16.29,17783.95,1652.53,16.83,17592.8,1691.53,1.0,7160400.0,1.42,10060724.45
Apartment,Cairo,279,2018,7,5,5,17.01,18031.16,1729.3,16.94,18904.85,1616.74,1.0,3348000.0,1.44,4931506.09
Apartment,North Coast,331,2018,7,5,4,16.64,18736.86,1565.09,17.35,18046.35,1706.57,1.5,6620000.0,1.43,13875884.07
