listing_date,area,area_tier,region,property_type,size_sqm,bedrooms,bathrooms,floor,compound,standalone,sea_view,balcony,parking_spot,elevator,finishing_level,furnishing_level,property_age_years,distance_to_cbd_km,price_per_sqm_egp,price_egp,price_usd_est,estimated_rent_egp_month
2025-12-26,Ain Sokhna,Premium,Coastal,Chalet,63,2,1,2,1,0,1,1,1,0,Fully Finished,Unfurnished,13,121.1,83375,5252614,105052,28889
2024-06-17,Alexandria,Standard,Urban,Penthouse,286,4,4,15,0,0,1,0,0,1,Fully Finished,Unfurnished,12,210.2,28754,8223629,164473,45230
2024-07-31,Heliopolis,Premium,Urban,Penthouse,361,3,3,15,0,0,0,1,1,1,Luxury Finished,Unfurnished,13,10.0,40000,14440068,288801,79420
2024-04-04,Nasr City,Standard,Urban,Duplex,460,3,4,1,0,0,0,0,0,1,Fully Finished,Unfurnished,19,9.5,12255,5637378,112748,36643
2025-05-09,6th of October,Standard,Urban,Duplex,392,3,3,6,1,0,0,1,1,1,Fully Finished,Fully Furnished,1,38.7,20999,8231747,164635,53506
2024-02-22,6th of October,Standard,Urban,Apartment,193,2,2,1,0,0,0,1,1,1,Semi Finished,Partly Furnished,10,37.7,14787,2853980,57080,18551
2024-05-15,Ain Sokhna,Premium,Coastal,Chalet,150,4,3,1,0,0,0,1,1,0,Luxury Finished,Partly Furnished,7,143.6,84155,12623193,252464,69428
2024-11-06,Maadi,Premium,Urban,Duplex,387,3,3,7,1,0,0,0,0,1,Luxury Finished,Unfurnished,13,15.5,40849,15808410,316168,102755
2024-04-25,6th of October,Standard,Urban,Chalet,89,4,3,1,0,0,0,0,0,0,Semi Finished,Fully Furnished,1,39.2,38479,3424652,68493,18836
2025-07-08,Nasr City,Standard,Urban,Apartment,340,2,1,12,0,0,0,0,0,1,Fully Finished,Unfurnished,1,10.2,12588,4279920,85598,27819
2024-11-05,North Coast,Premium,Coastal,Villa,161,7,6,2,1,0,0,1,1,0,Fully Finished,Unfurnished,5,247.4,110749,18187168,363743,100029
2024-10-18,Maadi,Premium,Urban,Apartment,142,2,1,1,1,0,0,1,0,1,Core & Shell,Partly Furnished,6,13.6,26593,3776228,75525,24545
2025-08-10,6th of October,Standard,Urban,Villa,334,5,6,3,1,1,0,1,0,0,Semi Finished,Partly Furnished,11,24.1,26698,9095565,181911,50026
2024-01-26,Ain Sokhna,Premium,Coastal,Apartment,310,1,1,4,1,0,0,1,1,0,Luxury Finished,Unfurnished,9,123.6,46107,14293315,285866,92907
2025-12-23,Ain Sokhna,Premium,Coastal,Apartment,334,1,1,6,1,0,0,1,0,1,Fully Finished,Unfurnished,4,101.4,42192,14092164,281843,91599
2025-11-20,North Coast,Premium,Coastal,Penthouse,376,3,3,11,1,0,1,1,1,1,Luxury Finished,Unfurnished,0,216.8,105756,39764139,795283,218703
2024-02-12,Alexandria,Standard,Urban,Apartment,435,1,1,1,0,0,0,0,0,1,Semi Finished,Unfurnished,3,205.1,11458,4984073,99681,32396
2026-01-20,Heliopolis,Premium,Urban,Chalet,393,2,2,3,0,0,0,1,0,0,Luxury Finished,Unfurnished,10,10.4,31286,12295405,245908,67625
2024-06-20,Nasr City,Standard,Urban,Chalet,127,2,1,2,0,0,0,1,0,0,Fully Finished,Fully Furnished,6,9.8,37786,4798850,95977,26394
2024-03-31,Alexandria,Standard,Urban,Penthouse,169,4,4,11,0,0,1,1,1,0,Fully Finished,Partly Furnished,15,215.0,25088,4239805,84796,23319
2024-02-20,Ain Sokhna,Premium,Coastal,Penthouse,121,5,5,12,1,0,1,1,0,1,Fully Finished,Unfurnished,0,127.2,97116,11751011,235020,64631
2025-08-16,6th of October,Standard,Urban,Chalet,123,3,3,2,0,0,0,0,0,0,Fully Finished,Partly Furnished,8,29.9,41499,5104431,102089,28074
2024-10-05,Heliopolis,Premium,Urban,Penthouse,363,3,2,11,1,0,0,1,0,1,Luxury Finished,Unfurnished,17,11.4,25492,9253722,185074,50895
2024-01-07,6th of October,Standard,Urban,Duplex,476,3,3,2,1,0,0,0,1,0,Fully Finished,Unfurnished,3,34.9,14794,7041779,140836,45772
2024-09-24,Alexandria,Standard,Urban,Penthouse,452,4,3,10,0,0,1,0,1,1,Luxury Finished,Unfurnished,4,181.4,20917,9454345,189087,51999
2024-06-13,6th of October,Standard,Urban,Apartment,275,2,1,7,1,0,0,0,0,1,Fully Finished,Fully Furnished,6,35.1,16968,4666191,93324,30330
2024-11-20,North Coast,Premium,Coastal,Penthouse,402,2,2,10,1,0,1,1,1,1,Fully Finished,Unfurnished,8,292.7,65799,26451048,529021,145481
2025-11-06,Maadi,Premium,Urban,Duplex,233,5,4,7,1,0,0,1,0,1,Fully Finished,Fully Furnished,9,15.2,40597,9459197,189184,61485
2026-02-15,Alexandria,Standard,Urban,Chalet,85,4,3,3,0,0,1,0,0,0,Fully Finished,Unfurnished,15,188.0,34427,2926316,58526,16095
2024-05-14,North Coast,Premium,Coastal,Penthouse,366,3,3,14,1,0,0,1,0,1,Luxury Finished,Fully Furnished,9,206.6,44216,16183134,323663,89007
2025-04-13,Nasr City,Standard,Urban,Apartment,216,1,1,1,0,0,0,0,1,1,Semi Finished,Partly Furnished,25,10.6,7500,1620000,32400,10530
2025-11-14,Nasr City,Standard,Urban,Duplex,87,4,3,1,0,0,0,0,1,1,Fully Finished,Unfurnished,5,11.0,39169,3407745,68155,22150
2026-03-01,Maadi,Premium,Urban,Duplex,488,4,4,2,1,0,0,1,1,1,Semi Finished,Fully Furnished,18,13.9,19816,9670251,193405,62857
2025-07-05,Maadi,Premium,Urban,Duplex,253,2,2,6,0,0,0,1,0,0,Fully Finished,Unfurnished,16,11.9,25002,6325446,126509,41115
2025-12-23,Sheikh Zayed,Premium,Urban,Chalet,498,2,1,4,1,0,0,1,1,0,Luxury Finished,Partly Furnished,3,30.9,20539,10228474,204569,56257
2024-11-29,North Coast,Premium,Coastal,Apartment,269,1,1,7,0,0,0,1,1,1,Fully Finished,Unfurnished,10,172.7,40097,10786221,215724,70110
2024-10-28,Maadi,Premium,Urban,Villa,342,5,6,2,1,1,0,1,1,0,Fully Finished,Unfurnished,21,14.8,55847,19481501,389630,107148
2025-06-24,6th of October,Standard,Urban,Duplex,421,4,4,7,1,0,0,1,1,1,Semi Finished,Fully Furnished,9,32.0,25047,10544963,210899,68542
2024-05-08,New Cairo,Premium,Urban,Chalet,483,4,3,2,0,0,0,1,1,0,Semi Finished,Partly Furnished,9,27.1,24273,11723677,234474,64480
2025-05-15,6th of October,Standard,Urban,Penthouse,399,2,2,11,1,0,0,1,1,1,Fully Finished,Fully Furnished,7,38.9,19578,7811617,156232,42964
2025-06-14,Maadi,Premium,Urban,Apartment,361,1,1,12,1,0,0,1,1,1,Fully Finished,Unfurnished,13,15.4,22421,8093809,161876,52610
2024-11-12,Nasr City,Standard,Urban,Duplex,412,3,3,8,0,0,0,0,1,1,Fully Finished,Unfurnished,16,11.7,12904,5316280,106326,34556
2024-06-04,Ain Sokhna,Premium,Coastal,Penthouse,304,3,4,10,1,0,1,1,1,1,Luxury Finished,Fully Furnished,0,125.6,97045,29501631,590033,162259
2026-01-10,Haram,Standard,Urban,Chalet,369,3,2,1,0,0,0,1,1,0,Luxury Finished,Unfurnished,11,8.5,26661,9837896,196758,54108
2025-07-31,Heliopolis,Premium,Urban,Apartment,100,1,1,9,1,0,0,1,0,1,Semi Finished,Unfurnished,9,12.1,31473,3147316,62946,20458
2024-09-29,Heliopolis,Premium,Urban,Chalet,118,4,3,3,1,0,0,1,0,0,Fully Finished,Unfurnished,25,12.7,44088,5202345,104047,28613
2024-06-23,Ain Sokhna,Premium,Coastal,Apartment,98,1,1,6,1,0,0,1,1,1,Core & Shell,Unfurnished,0,103.8,55238,5413300,108266,35186
2024-01-04,6th of October,Standard,Urban,Chalet,392,3,2,2,1,0,0,1,1,0,Fully Finished,Unfurnished,10,26.2,26068,10218772,204375,56203
2026-02-09,6th of October,Standard,Urban,Duplex,131,2,2,4,0,0,0,1,1,1,Semi Finished,Unfurnished,5,44.1,16031,2100052,42001,13650
2024-10-06,Heliopolis,Premium,Urban,Penthouse,327,4,4,14,0,0,0,1,1,1,Fully Finished,Fully Furnished,19,12.4,30233,9886122,197722,54374
2025-03-30,New Cairo,Premium,Urban,Penthouse,149,4,4,14,0,0,0,1,0,1,Semi Finished,Unfurnished,7,25.7,39084,5823564,116471,32030
2024-03-25,Haram,Standard,Urban,Penthouse,67,4,5,10,0,0,0,1,0,1,Fully Finished,Fully Furnished,18,7.6,14825,993300,19866,5463
2025-07-19,Ain Sokhna,Premium,Coastal,Penthouse,490,3,2,13,0,0,0,1,1,1,Luxury Finished,Unfurnished,0,126.0,47121,23089286,461786,126991
2024-07-11,New Cairo,Premium,Urban,Duplex,397,2,3,2,1,0,0,0,1,0,Luxury Finished,Fully Furnished,8,22.9,29802,11831572,236631,76905
2025-05-15,Sheikh Zayed,Premium,Urban,Duplex,220,3,2,5,1,0,0,1,1,1,Semi Finished,Unfurnished,6,29.0,16902,3718453,74369,24170
2026-01-03,Heliopolis,Premium,Urban,Chalet,298,4,3,4,0,0,0,0,0,0,Luxury Finished,Fully Furnished,4,15.2,53038,15805225,316104,86929
2024-11-16,North Coast,Premium,Coastal,Duplex,172,3,3,1,1,0,0,1,1,0,Luxury Finished,Partly Furnished,12,215.0,72141,12408197,248164,80653
2024-03-16,Haram,Standard,Urban,Chalet,202,3,3,3,0,0,0,1,1,0,Semi Finished,Partly Furnished,21,7.3,17192,3472783,69456,19100
2024-05-02,Ain Sokhna,Premium,Coastal,Villa,344,6,6,2,1,0,1,0,1,0,Luxury Finished,Fully Furnished,8,115.2,120000,42105600,842112,231581
2024-06-02,Sheikh Zayed,Premium,Urban,Chalet,390,4,3,3,0,0,0,0,1,0,Semi Finished,Unfurnished,6,25.9,41433,16159050,323181,88875
2024-03-16,Sheikh Zayed,Premium,Urban,Chalet,177,2,2,2,1,0,0,1,0,0,Fully Finished,Fully Furnished,5,29.1,55614,9843629,196873,54140
2025-07-29,Ain Sokhna,Premium,Coastal,Duplex,318,4,4,1,1,0,0,1,1,0,Fully Finished,Unfurnished,0,115.3,47841,15213557,304271,98888
2025-10-14,Maadi,Premium,Urban,Chalet,459,2,2,2,0,0,0,0,1,0,Fully Finished,Unfurnished,7,13.4,35977,16513281,330266,90823
2026-01-20,Sheikh Zayed,Premium,Urban,Apartment,484,1,1,6,0,0,0,1,0,1,Fully Finished,Fully Furnished,0,25.0,26374,12764973,255299,82972
2024-12-03,New Cairo,Premium,Urban,Penthouse,416,2,3,14,1,0,0,1,1,1,Luxury Finished,Fully Furnished,3,28.5,45220,18811601,376232,103464
2025-01-26,New Cairo,Premium,Urban,Apartment,338,1,1,8,0,0,0,0,1,1,Fully Finished,Unfurnished,4,27.9,27202,9194160,183883,59762
2024-01-15,Maadi,Premium,Urban,Duplex,336,5,4,7,1,0,0,0,1,1,Core & Shell,Partly Furnished,9,12.5,30878,10375069,207501,67438
2024-05-11,Sheikh Zayed,Premium,Urban,Duplex,158,5,4,4,1,0,0,1,1,0,Fully Finished,Unfurnished,13,31.3,35479,5605614,112112,36436
2024-11-08,Ain Sokhna,Premium,Coastal,Apartment,496,1,1,12,1,0,0,1,1,1,Fully Finished,Unfurnished,4,110.1,38507,19099587,381992,124147
2024-02-17,Haram,Standard,Urban,Duplex,423,5,4,7,0,0,0,1,1,1,Luxury Finished,Partly Furnished,10,7.6,12460,5270373,105407,34257
2025-05-12,6th of October,Standard,Urban,Chalet,215,4,3,2,0,0,0,1,0,0,Core & Shell,Unfurnished,5,35.8,21395,4599976,92000,25300
2026-02-16,Alexandria,Standard,Urban,Chalet,107,2,2,4,0,0,0,1,0,0,Fully Finished,Fully Furnished,21,235.5,33438,3577864,71557,19678
2024-04-08,Haram,Standard,Urban,Chalet,372,4,3,4,0,0,0,1,0,0,Core & Shell,Partly Furnished,16,7.8,14540,5408710,108174,29748
2025-06-25,Nasr City,Standard,Urban,Duplex,476,4,4,2,0,0,0,1,1,0,Semi Finished,Fully Furnished,13,10.6,16028,7629388,152588,49591
2025-11-19,Ain Sokhna,Premium,Coastal,Villa,499,7,6,1,1,1,1,0,1,0,Luxury Finished,Partly Furnished,0,122.9,120000,61077600,1221552,335927
2024-04-02,Heliopolis,Premium,Urban,Duplex,480,3,3,8,1,0,0,1,1,1,Core & Shell,Unfurnished,8,9.8,17365,8335165,166703,54179
2026-02-05,6th of October,Standard,Urban,Penthouse,261,3,2,10,0,0,0,1,0,1,Luxury Finished,Unfurnished,13,39.0,42973,11216011,224320,61688
2024-06-11,Sheikh Zayed,Premium,Urban,Duplex,478,3,3,3,1,0,0,1,1,1,Semi Finished,Unfurnished,8,28.6,26930,12872363,257447,83670
2025-11-12,New Cairo,Premium,Urban,Apartment,353,1,1,5,1,0,0,1,1,1,Semi Finished,Unfurnished,8,24.6,28052,9902299,198046,64365
2025-03-14,Heliopolis,Premium,Urban,Villa,235,4,3,1,1,0,0,1,1,0,Semi Finished,Unfurnished,14,14.6,49979,11979941,239599,65890
2024-09-18,New Cairo,Premium,Urban,Duplex,172,3,4,4,1,0,0,1,1,0,Fully Finished,Unfurnished,10,28.9,39838,6852159,137043,44539
2025-02-18,Heliopolis,Premium,Urban,Chalet,126,3,3,3,0,0,0,1,0,0,Semi Finished,Partly Furnished,0,11.3,45448,5726420,114528,31495
2024-10-17,Nasr City,Standard,Urban,Villa,214,4,3,3,0,0,0,0,1,0,Fully Finished,Unfurnished,9,8.7,38591,8423547,168471,46330
2024-01-22,Maadi,Premium,Urban,Chalet,293,4,3,1,0,0,0,1,0,0,Fully Finished,Unfurnished,6,15.5,40279,11801739,236035,64910
2025-08-21,Sheikh Zayed,Premium,Urban,Chalet,184,2,2,4,1,0,0,1,1,0,Semi Finished,Unfurnished,0,29.7,40953,7535264,150705,41444
2025-01-19,Heliopolis,Premium,Urban,Villa,183,7,6,3,1,1,0,1,1,0,Luxury Finished,Partly Furnished,1,13.2,73337,13689060,273781,75290
2024-09-09,6th of October,Standard,Urban,Duplex,333,3,2,6,1,0,0,0,1,1,Luxury Finished,Fully Furnished,15,38.1,22379,7452231,149045,48440
2024-03-24,Alexandria,Standard,Urban,Apartment,344,1,1,8,0,0,0,1,0,1,Luxury Finished,Partly Furnished,22,211.5,21127,7267822,145356,47241
2025-03-09,Nasr City,Standard,Urban,Apartment,168,1,1,12,0,0,0,1,1,1,Fully Finished,Unfurnished,6,7.3,20262,3404059,68081,22126
2024-10-20,Maadi,Premium,Urban,Duplex,128,2,2,3,1,0,0,0,1,1,Semi Finished,Partly Furnished,21,14.2,36162,4628738,92575,30087
2025-09-11,Alexandria,Standard,Urban,Apartment,456,1,1,10,0,0,0,0,0,1,Semi Finished,Fully Furnished,0,249.2,19784,9021619,180432,58641
2026-04-10,Maadi,Premium,Urban,Penthouse,438,2,2,15,0,0,0,1,1,1,Luxury Finished,Partly Furnished,12,17.6,47518,20812769,416255,114470
2025-10-18,6th of October,Standard,Urban,Chalet,101,4,3,1,0,0,0,1,1,0,Core & Shell,Unfurnished,18,39.8,18058,1823836,36477,10031
2025-11-21,6th of October,Standard,Urban,Villa,400,7,6,1,1,1,0,0,0,0,Luxury Finished,Unfurnished,3,34.4,39933,16292731,325855,89610
2024-04-04,Heliopolis,Premium,Urban,Duplex,198,4,4,4,0,0,0,0,1,0,Fully Finished,Fully Furnished,7,14.9,24953,4940644,98813,32114
2025-06-01,Nasr City,Standard,Urban,Chalet,444,3,3,1,0,0,0,1,1,0,Luxury Finished,Unfurnished,17,11.1,23588,10473022,209460,57602
2024-05-27,North Coast,Premium,Coastal,Penthouse,456,4,3,10,1,0,1,0,0,1,Semi Finished,Unfurnished,3,202.0,70333,32072035,641441,176396
2024-03-25,6th of October,Standard,Urban,Penthouse,332,3,3,14,0,0,0,1,1,1,Fully Finished,Unfurnished,0,34.7,27447,9112339,182247,50118
2024-10-12,Maadi,Premium,Urban,Apartment,211,1,1,7,0,0,0,1,0,1,Fully Finished,Unfurnished,5,14.3,22470,4741132,94823,30817
2025-09-08,6th of October,Standard,Urban,Penthouse,400,3,3,10,1,0,0,1,0,1,Fully Finished,Partly Furnished,10,30.4,20502,8200830,164017,45105
2025-05-25,Heliopolis,Premium,Urban,Apartment,160,1,1,1,0,0,0,1,1,1,Fully Finished,Unfurnished,7,12.0,20207,3233164,64663,21016
2025-04-25,Maadi,Premium,Urban,Chalet,123,4,3,1,1,0,0,0,0,0,Core & Shell,Fully Furnished,10,12.3,29758,3660173,73203,20131
2026-03-29,Sheikh Zayed,Premium,Urban,Chalet,369,2,2,4,1,0,0,1,1,0,Fully Finished,Partly Furnished,6,30.9,35628,13146561,262931,72306
2025-11-11,Maadi,Premium,Urban,Penthouse,305,3,2,12,0,0,0,1,0,1,Luxury Finished,Fully Furnished,5,15.9,41547,12671865,253437,69695
2024-05-23,Heliopolis,Premium,Urban,Apartment,243,2,2,2,0,0,0,1,1,0,Fully Finished,Unfurnished,12,11.3,23722,5764516,115290,37469
2025-12-04,Alexandria,Standard,Urban,Villa,71,7,6,2,0,0,1,0,1,0,Fully Finished,Fully Furnished,5,187.6,65711,4758779,95176,26173
2025-01-21,New Cairo,Premium,Urban,Chalet,206,4,3,3,1,0,0,1,1,0,Semi Finished,Fully Furnished,4,20.8,25405,5233371,104667,28784
2024-11-30,Nasr City,Standard,Urban,Villa,287,7,6,3,0,0,0,1,0,0,Semi Finished,Unfurnished,4,11.4,22756,6661583,133232,36639
2025-01-02,New Cairo,Premium,Urban,Chalet,262,1,1,1,1,0,0,0,1,0,Semi Finished,Partly Furnished,12,25.4,32433,8497428,169949,46736
2025-03-07,Alexandria,Standard,Urban,Chalet,301,3,3,2,0,0,1,1,0,0,Luxury Finished,Unfurnished,2,199.4,41769,12572539,251451,69149
2024-10-16,6th of October,Standard,Urban,Penthouse,278,4,5,12,0,0,0,1,0,1,Fully Finished,Unfurnished,2,36.5,17914,4980146,99603,27391
2024-01-22,Nasr City,Standard,Urban,Penthouse,222,2,2,12,0,0,0,1,1,0,Fully Finished,Unfurnished,7,10.8,17375,3857348,77147,21215
2024-01-17,North Coast,Premium,Coastal,Duplex,488,4,3,2,1,0,0,1,0,1,Fully Finished,Unfurnished,0,282.1,48636,23734587,474692,154275
2025-09-15,New Cairo,Premium,Urban,Apartment,284,1,1,8,1,0,0,1,1,0,Luxury Finished,Unfurnished,11,24.5,23332,6626201,132524,43070
2024-03-05,North Coast,Premium,Coastal,Chalet,122,2,2,4,1,0,0,1,0,0,Fully Finished,Partly Furnished,0,240.2,96990,11832817,236656,65080
2025-08-25,6th of October,Standard,Urban,Chalet,384,3,3,2,1,0,0,1,1,0,Fully Finished,Fully Furnished,1,36.3,39690,15240859,304817,83825
2024-04-24,Ain Sokhna,Premium,Coastal,Villa,81,5,5,3,0,0,1,1,1,0,Fully Finished,Partly Furnished,1,105.3,120000,9914400,198288,54529
2026-03-12,Maadi,Premium,Urban,Chalet,382,4,3,2,0,0,0,0,1,0,Luxury Finished,Unfurnished,1,13.1,59612,22771740,455435,125245
2025-03-12,Heliopolis,Premium,Urban,Duplex,253,5,4,4,0,0,0,1,1,1,Fully Finished,Unfurnished,17,9.2,19765,5000505,100010,32503
2024-01-18,North Coast,Premium,Coastal,Chalet,243,3,3,1,1,0,1,1,0,0,Fully Finished,Unfurnished,2,220.2,60200,14628637,292573,80458
2025-11-06,Sheikh Zayed,Premium,Urban,Villa,172,5,6,3,1,0,0,1,1,0,Fully Finished,Fully Furnished,7,28.2,63096,11069624,221392,60883
2024-03-02,Ain Sokhna,Premium,Coastal,Chalet,124,3,3,3,1,0,1,1,0,0,Luxury Finished,Fully Furnished,9,117.3,120000,14880000,297600,81840
2024-03-22,Alexandria,Standard,Urban,Penthouse,60,3,3,12,0,0,0,1,1,1,Fully Finished,Unfurnished,14,216.9,18493,1109577,22192,6103
2024-11-22,North Coast,Premium,Coastal,Penthouse,247,4,4,15,1,0,0,1,1,0,Fully Finished,Fully Furnished,1,223.5,56754,14018188,280364,77100
2024-01-09,Alexandria,Standard,Urban,Apartment,223,2,1,2,0,0,0,1,0,1,Semi Finished,Partly Furnished,1,164.5,18061,4027511,80550,26179
2024-10-27,North Coast,Premium,Coastal,Apartment,349,1,1,1,0,0,0,1,0,0,Semi Finished,Unfurnished,5,214.5,27613,9636999,192740,62640
2024-05-01,Nasr City,Standard,Urban,Chalet,414,4,3,1,0,0,0,0,1,0,Luxury Finished,Partly Furnished,5,10.0,24162,10003092,200062,55017
2025-10-29,Sheikh Zayed,Premium,Urban,Penthouse,120,2,2,15,1,0,0,1,0,1,Fully Finished,Unfurnished,1,28.6,33227,3987290,79746,21930
2025-11-26,Maadi,Premium,Urban,Villa,483,7,6,2,1,0,0,0,0,0,Luxury Finished,Fully Furnished,7,12.6,79949,39387602,787752,216632
2024-04-01,Ain Sokhna,Premium,Coastal,Villa,293,5,5,2,1,0,1,1,1,0,Core & Shell,Fully Furnished,8,123.8,104825,31327899,626558,172303
2024-03-20,Maadi,Premium,Urban,Duplex,381,4,3,4,1,0,0,1,1,0,Core & Shell,Unfurnished,12,15.9,26652,10154405,203088,66004
2024-02-23,Haram,Standard,Urban,Penthouse,243,3,2,12,0,0,0,1,0,1,Fully Finished,Unfurnished,11,7.6,21784,5293519,105870,29114
2024-12-02,Sheikh Zayed,Premium,Urban,Chalet,451,3,2,3,0,0,0,0,1,0,Fully Finished,Unfurnished,0,32.5,24008,10827595,216552,59552
2025-02-05,Ain Sokhna,Premium,Coastal,Chalet,177,4,3,1,1,0,1,0,1,0,Fully Finished,Partly Furnished,4,117.4,120000,21240000,424800,116820
2024-03-05,Ain Sokhna,Premium,Coastal,Penthouse,354,4,4,10,1,0,1,1,0,1,Fully Finished,Unfurnished,3,111.7,79344,28087681,561754,154482
2026-01-14,New Cairo,Premium,Urban,Apartment,217,1,1,12,0,0,0,1,0,1,Semi Finished,Unfurnished,0,21.9,18904,4102257,82045,26665
2026-01-05,Heliopolis,Premium,Urban,Chalet,112,2,2,3,1,0,0,0,1,0,Fully Finished,Partly Furnished,11,11.1,85083,9529338,190587,52411
2025-09-12,New Cairo,Premium,Urban,Villa,69,5,5,2,0,1,0,0,1,0,Semi Finished,Partly Furnished,3,26.8,69287,4876401,97528,26820
2024-07-05,Nasr City,Standard,Urban,Duplex,219,3,3,6,0,0,0,1,1,1,Semi Finished,Unfurnished,9,7.5,13757,3012840,60257,19583
2024-06-08,Sheikh Zayed,Premium,Urban,Duplex,425,3,3,5,1,0,0,1,1,1,Fully Finished,Unfurnished,13,28.7,29048,12345210,246904,80244
2025-07-29,Heliopolis,Premium,Urban,Duplex,264,4,3,5,1,0,0,1,0,1,Fully Finished,Partly Furnished,14,11.0,27066,7145493,142910,46446
2024-11-28,North Coast,Premium,Coastal,Villa,71,5,5,2,0,0,0,1,1,0,Fully Finished,Unfurnished,10,222.9,101508,7351232,147025,40432
2025-08-15,Sheikh Zayed,Premium,Urban,Villa,307,7,6,3,0,1,0,1,1,0,Luxury Finished,Fully Furnished,12,37.0,60211,18854519,377090,103700
2025-04-05,Alexandria,Standard,Urban,Duplex,108,4,3,5,0,0,0,0,1,1,Core & Shell,Unfurnished,17,141.4,21853,2360098,47202,15341
2025-07-03,New Cairo,Premium,Urban,Villa,408,7,6,3,1,1,0,1,1,0,Fully Finished,Unfurnished,3,21.7,76434,31808753,636175,174948
2024-05-18,Maadi,Premium,Urban,Apartment,402,1,1,4,0,0,0,1,0,1,Semi Finished,Unfurnished,1,15.6,18929,7609410,152188,49461
2024-07-16,Alexandria,Standard,Urban,Penthouse,487,3,4,15,0,0,1,1,1,1,Luxury Finished,Fully Furnished,7,231.4,30247,14730192,294604,81016
2024-01-09,Alexandria,Standard,Urban,Apartment,166,1,1,1,0,0,0,0,1,1,Fully Finished,Partly Furnished,17,226.5,16688,2770288,55406,18007
2025-02-21,Nasr City,Standard,Urban,Duplex,397,4,3,8,0,0,0,1,1,1,Fully Finished,Unfurnished,1,11.6,17337,6882778,137656,44738
2024-09-29,6th of October,Standard,Urban,Penthouse,142,3,3,15,1,0,0,1,1,1,Luxury Finished,Unfurnished,8,38.3,23207,3295390,65908,18125
2025-07-07,Maadi,Premium,Urban,Duplex,238,5,4,6,1,0,0,0,1,1,Fully Finished,Unfurnished,15,13.9,27944,6650600,133012,43229
2025-10-01,New Cairo,Premium,Urban,Villa,277,6,6,3,1,0,0,1,0,0,Fully Finished,Unfurnished,9,27.5,46129,13033385,260668,71684
2024-01-04,New Cairo,Premium,Urban,Duplex,276,2,2,8,0,0,0,0,1,1,Fully Finished,Partly Furnished,5,28.7,21070,5815401,116308,37800
2024-04-29,Ain Sokhna,Premium,Coastal,Penthouse,464,4,3,13,0,0,1,1,1,1,Fully Finished,Partly Furnished,10,146.1,55355,25684528,513691,141265
2024-04-02,Heliopolis,Premium,Urban,Apartment,83,1,1,12,0,0,0,1,1,1,Semi Finished,Unfurnished,21,13.0,25515,2117719,42354,13765
2025-11-09,New Cairo,Premium,Urban,Duplex,490,3,3,5,1,0,0,1,1,1,Semi Finished,Unfurnished,11,27.8,16596,8132183,162644,52859
2025-02-04,Alexandria,Standard,Urban,Penthouse,399,2,2,12,0,0,0,1,1,1,Fully Finished,Unfurnished,12,181.1,19970,7967987,159360,43824
2025-02-28,6th of October,Standard,Urban,Duplex,352,3,2,1,1,0,0,1,0,1,Fully Finished,Partly Furnished,6,38.1,27429,9655046,193101,62758
2026-04-10,Heliopolis,Premium,Urban,Duplex,100,4,4,1,1,0,0,1,0,1,Luxury Finished,Partly Furnished,2,12.0,25779,2577948,51559,16757
2026-01-16,Sheikh Zayed,Premium,Urban,Chalet,295,3,2,2,1,0,0,1,1,0,Core & Shell,Partly Furnished,0,23.9,36508,10769905,215398,59234
2025-08-10,Ain Sokhna,Premium,Coastal,Apartment,72,1,1,1,1,0,0,1,0,1,Luxury Finished,Unfurnished,6,118.3,68410,4925496,98510,32016
2025-02-07,Heliopolis,Premium,Urban,Penthouse,159,5,5,10,0,0,0,1,0,0,Fully Finished,Fully Furnished,1,11.1,43180,6865688,137314,37761
2025-10-28,Alexandria,Standard,Urban,Apartment,225,1,1,5,0,0,0,1,0,1,Semi Finished,Partly Furnished,20,205.3,14368,3232754,64655,21013
2025-06-30,New Cairo,Premium,Urban,Duplex,168,3,3,2,0,0,0,0,0,1,Fully Finished,Partly Furnished,2,25.6,29680,4986223,99724,32410
2024-01-31,Sheikh Zayed,Premium,Urban,Apartment,275,1,1,10,0,0,0,1,1,0,Fully Finished,Fully Furnished,2,30.8,26401,7260291,145206,47192
2025-12-17,6th of October,Standard,Urban,Duplex,385,4,4,4,1,0,0,1,1,1,Luxury Finished,Unfurnished,2,33.1,20631,7943015,158860,51630
2024-03-02,Heliopolis,Premium,Urban,Duplex,369,3,3,1,1,0,0,1,1,1,Semi Finished,Unfurnished,15,14.8,26744,9868473,197369,64145
2025-02-06,Heliopolis,Premium,Urban,Duplex,294,3,3,4,0,0,0,1,1,0,Fully Finished,Unfurnished,0,11.9,41500,12200881,244018,79306
2025-03-07,Alexandria,Standard,Urban,Apartment,177,1,1,9,0,0,0,0,1,1,Fully Finished,Partly Furnished,0,216.6,24015,4250698,85014,27630
2024-10-10,Haram,Standard,Urban,Penthouse,103,4,5,10,0,0,0,1,0,1,Luxury Finished,Unfurnished,19,8.0,18148,1869237,37385,10281
2026-01-24,Haram,Standard,Urban,Penthouse,224,3,3,15,0,0,0,1,0,1,Fully Finished,Unfurnished,9,6.6,13934,3121110,62422,17166
2025-09-02,Maadi,Premium,Urban,Apartment,415,1,1,7,1,0,0,1,0,1,Semi Finished,Unfurnished,9,15.8,19155,7949476,158990,51672
